index,C#,CNAME,PERIOD,CREDIT,TEACHER
3311,BASM305648,人体功能学,96.0,6.0,"张莉,霍福权,王涛,郭媛,刘瑞,刘进军,王新凤,李冬玲,陈莉娜"
3312,BASM305748,人体分子与细胞-Ⅰ,64.0,4.0,"吕社民,李冬民,杨娟,秦棪楠,郑芳,俞小瑞,杨旭东"
3313,BASM305848,基本科研素养,24.0,1.5,"刘利英,陈莉娜,赵四海,刘进军,李冬民,孟列素,翟中会,张澍"
3314,BASM305848,基本科研素养,24.0,1.5,"刘利英,陈莉娜,赵四海,刘进军,李冬民,孟列素,翟中会,张澍"
3315,BASM305948,人体分子与细胞,64.0,4.0,"李冬民,武一,杨娟,杨旭东,李海韵,陈妍珂"
3316,BASM311140,医学实验动物学,32.0,1.5,"刘恩岐,王蓉,白亮,王维蓉,赵四海"
3317,BASM311140,医学实验动物学,32.0,1.5,"刘恩岐,王蓉,白亮,王维蓉,赵四海"
3318,BASM311340,口腔局部解剖学,56.0,2.0,"杨杰,陈新林,李月英,杨蓬勃"
3319,BASM311540,生理学,56.0,3.5,"陈坷,郭媛,王涛"
3320,BASM311640,免疫学,40.0,2.0,"刘如意,季延红,马运峰,张保军"
3321,BASM311840,病理生理学,32.0,2.0,"王新凤,冯洁,张伊,庞正达,王燕"
3322,BASM311840,病理生理学,32.0,2.0,"王新凤,王世捷,李会霞,冯洁,庞正达,张伊,王燕"
3323,BASM311940,病理学,40.0,2.0,"雷霆,孙颖"
3324,BASM311940,病理学,40.0,2.0,"任淑婷,莫立平,赵长安"
3325,BASM312040,机能实验学Ⅰ,32.0,1.0,"胡浩,史小莲,陈丽"
3326,BASM312540,生理学,64.0,4.0,"陈丽,刘健,郭媛,张莉,罗肖"
3327,BASM312540,生理学,64.0,4.0,"郭媛,孟凯,王涛,王玉英"
3328,BASM312540,生理学,64.0,4.0,"霍福权,罗肖,孟凯,张莉"
3329,BASM312540,生理学,64.0,4.0,"陈坷,陈丽,康玉明,孙波,于晓静"
3330,BASM312640,免疫学,50.0,2.5,"刘如意,季延红,马运峰,张保军"
3331,BASM312640,免疫学,50.0,2.5,"王军阳,周晓勃,史霖"
3332,BASM312640,免疫学,50.0,2.5,"刘如意,季延红,马运峰,张保军"
3333,BASM312640,免疫学,50.0,2.5,"王军阳,周晓勃,史霖"
3334,BASM312840,病理学,96.0,4.5,"雷霆,张海峰,王一理,崔刚,赵长安"
3335,BASM312840,病理学,96.0,4.5,"任淑婷,孙颖,周党侠,莫立平"
3336,BASM312840,病理学,96.0,4.5,"雷霆,张海峰,王一理,崔刚,赵长安"
3337,BASM312840,病理学,96.0,4.5,"任淑婷,孙颖,周党侠,莫立平"
3338,BASM312940,生物信息学,32.0,1.5,"徐纪茹,韩蕾,陈艳炯,寻萌,杨娥,刘成程"
3339,BASM312940,生物信息学,32.0,1.5,"徐纪茹,韩蕾,陈艳炯,寻萌,杨娥,刘成程"
3340,BASM312940,生物信息学,32.0,1.5,"徐纪茹,韩蕾,陈艳炯,寻萌,杨娥,刘成程"
3341,BASM313040,机能实验学Ⅰ,32.0,1.0,"史小莲,朱延河,张莉,胡浩,陈丽,王涛,孙强,冯洁"
3342,BASM313040,机能实验学Ⅰ,32.0,1.0,"史小莲,朱延河,张莉,胡浩,陈丽,王涛,孙强,冯洁"
3343,BASM313040,机能实验学Ⅰ,32.0,1.0,"史小莲,朱延河,张莉,胡浩,陈丽,王涛,孙强,冯洁"
3344,BASM313040,机能实验学Ⅰ,32.0,1.0,"史小莲,朱延河,张莉,胡浩,陈丽,王涛,孙强,冯洁"
3345,BASM313040,机能实验学Ⅰ,32.0,1.0,"史小莲,朱延河,张莉,胡浩,陈丽,王涛,孙强,冯洁"
3346,BASM313040,机能实验学Ⅰ,32.0,1.0,"史小莲,朱延河,张莉,胡浩,陈丽,王涛,孙强,冯洁"
3347,BASM313040,机能实验学Ⅰ,32.0,1.0,"史小莲,朱延河,张莉,胡浩,陈丽,王涛,孙强,冯洁"
3348,BASM313240,医用电子显微技术,24.0,1.0,"马捷,朱杰,陈明霞"
3349,BASM313240,医用电子显微技术,24.0,1.0,"马捷,朱杰,陈明霞"
3350,BASM313340,全科医学教育,32.0,2.0,"宋彬,王明旭"
3351,BASM313440,药理学,48.0,3.0,"赵铭,周筠,李西宽,胡浩"
3352,BASM313440,药理学,48.0,3.0,"贺建宇,史小莲,孙强,李西宽,贺熙"
3353,BASM313740,生理学,40.0,2.0,"康玉明,梁玲利,孙波,王玉英,徐佳曦"
3354,BASM314240,药理学,64.0,4.0,"赵铭,林蓉,史小莲,周筠,陈莉娜,贺建宇"
3355,BASM400140,药理学,88.0,4.0,"李冬玲,林蓉,赵正杭,李西宽,刘书勤,贺熙,贺建宇"
3356,BASM400348,病理学,104.0,5.0,"雷霆,张海峰,王一理,崔刚,赵长安"
3357,BASM400448,免疫学与分子免疫学,68.0,3.5,"王军阳,周晓勃,史霖,季延红,张保军,刘如意,马运峰"
3358,BASM400648,神经生物学,32.0,2.0,"陈新林,吕海侠,张智超,马凯歌,安晶"
3359,BASM400648,神经生物学,32.0,2.0,"陈新林,吕海侠,张智超,马凯歌,安晶"
3360,BASM400848,生理学,72.0,4.5,"陈丽,王勇,姚璐"
3361,BASM401148,分子生物学实验方法与技术,32.0,1.0,杨旭东
3362,BASM401348,机能学实验方法与技术Ⅰ,32.0,1.0,"史小莲,胡浩"
3363,BASM401448,机能学实验方法与技术Ⅲ,24.0,0.5,胡浩
3364,BASM401548,学科交叉专题,32.0,2.0,"张德文,吴春生,王健,魏琳,张月浪,方宇,阎春霞,吕海侠,马乐,张谞丰,黄辰,张保军,孟列素,陈艳炯,杨娟"
3365,BASM401648,综合实验设计,32.0,1.0,吕海侠
3366,BASM401748,局部解剖学,72.0,2.5,"杨维娜,靳辉"
3367,BASM401848,医学微生物学基础与进展,60.0,3.0,"徐纪茹,王洪亮,陈艳炯,韩蕾,杨娥"
3368,BASM500140,断面解剖学,32.0,2.0,"董炜疆,许杰华,李月英,肖新莉,贾宁,杨杰,靳辉"
3369,BICH300940,生物化学,32.0,2.0,"蒋晓刚,王慧莲,马捷"
3370,BIOL300148,生物化学,128.0,7.0,"张林,郑芳,朱文华,徐晶,李冬民,俞小瑞,王慧莲,杨旭东,蒋晓刚,蓝茜,马捷"
3371,BIOL300148,生物化学,128.0,7.0,"张林,郑芳,朱文华,徐晶,李冬民,俞小瑞,王慧莲,杨旭东,蒋晓刚,蓝茜,马捷"
3372,BIOL300548,分子生物学,44.0,2.0,"蒋小英,李海韵,蒋晓刚"
3373,CENG400148,化工原理,72.0,4.5,"卢闻,贺怀贞,侯晓芳,周文静,伊春海,杨小平"
3374,CLIM300148,医学心理学,32.0,2.0,"陈策,陈云春,杨小波,王崴"
3375,CLIM300148,医学心理学,32.0,2.0,"陈策,王崴,高成阁,杨小波,陈云春,李强"
3376,CLIM300148,医学心理学,32.0,2.0,"陈策,王崴,高成阁,杨小波,陈云春,李强"
3377,CLIM300948,眼科学,24.0,1.5,"郑玉萍,姚亮,刘子瑶,赵琳,柏凌,王建明,熊蕾,张晓辉"
3378,CLIM301248,放射诊断学,48.0,2.0,"杨健,徐贵平,张静平,梁挺,王斐,牛晨,丁宁宁,李晨霞,孙亲利"
3379,CLIM301348,耳鼻咽喉科学,24.0,1.5,"张晓彤,张滟,夏翠,盛颖,成颖"
3380,CLIM301448,医患沟通与技巧,16.0,1.0,常捷
3381,CLIM400348,中医学,56.0,2.5,"赵娇,胡珊,夏欣欣,张哲,孙连庆,刘永惠"
3382,CLIM400348,中医学,56.0,2.5,"刘永惠,赵娇,胡珊,夏欣欣,张哲,孙连庆"
3383,CLIM400348,中医学,56.0,2.5,"吴喜利,狄灵,王竹,李睿萍,杨成志,刘艳巧,党慧敏,王志勇,王雅娟"
3384,CLIM400348,中医学,56.0,2.5,"吴喜利,狄灵,王竹,杨成志,刘艳巧,党慧敏,王志勇,王雅娟,李睿萍"
3385,CLIM400448,精神病学,32.0,1.5,"马现仓,王崴,李强,陈策,朱峰"
3386,CLIM400448,精神病学,32.0,1.5,"马现仓,王崴,李强,陈策,朱峰"
3387,CLIM400448,精神病学,32.0,1.5,"王亚萍,马新欣,张欢"
3388,CLIM400548,内科学,48.0,2.5,"苏丹,张岩,史红阳,和平,马师洋,赵菊辉,万晓龙,田李芳,王瑾,董鹏,张春燕,韩锦,白菊,张静,胡艳超"
3389,CLIM400748,神经病学,54.0,2.5,"罗国刚,邓美英,俱西驰,杨剑波,廉民学"
3390,CLIM400948,皮肤性病学,32.0,1.5,"赵恩兵,刘文丽,张子茜,张键,周艳,穆欣,郑焱"
3391,CLIM400948,皮肤性病学,32.0,1.5,"赵恩兵,刘文丽,张子茜,张键,周艳,穆欣,郑焱"
3392,CLIM400948,皮肤性病学,32.0,1.5,"耿松梅,王万卷,刘平,袁景奕,张鼎伟,王媛,王梅,任建文"
3393,CLIM401048,急诊医学,32.0,1.5,"石秦东,郭利涛,苗常青,刘昱,李昊,杜俊凯,王军,王彩凤,滕琰"
3394,CLIM401048,急诊医学,32.0,1.5,"石秦东,郭利涛,苗常青,刘昱,李昊,杜俊凯,王军,王彩凤,滕琰"
3395,CLIM401048,急诊医学,32.0,1.5,"裴红红,彭卓,李萍,程三放,孙师元,张正良,党晓燕,古长维,潘龙飞"
3396,CLIM401048,急诊医学,32.0,1.5,"裴红红,彭卓,李萍,潘龙飞,张正良,孙师元,党晓燕,程三放,古长维"
3397,CLIM401548,眼科学,32.0,1.5,"崔丽珺,刘思伟,李晶明,雷剑琴,樊小娟,史强"
3398,CLIM401548,眼科学,32.0,1.5,"崔丽珺,刘思伟,李晶明,雷剑琴,樊小娟,史强"
3399,CLIM401548,眼科学,32.0,1.5,"郑玉萍,刘子瑶,赵琳,柏凌,王建明,权彦龙,姚亮,张晓辉"
3400,CLIM401648,儿科学,108.0,5.5,"史瑞明,周熙惠,张葳,曹禺,丁玎,杨永华,廉国利,肖谧,刘丽"
3401,CLIM401748,急诊医学,30.0,1.5,"郭秦乐,石秦东,李昊,杜俊凯,许静"
3402,CLIM401848,医学影像学,72.0,3.0,"张明,强永乾,牛刚,王蓉,王秋萍,王斐,马强,张月浪,张静平,王亚蓉,荐志洁,丁宁宁,李晨霞,金晨望"
3403,CLIM401848,医学影像学,72.0,3.0,"张月浪,强永乾,张明,牛刚,王秋萍,王斐,马强,张静平,王亚蓉,荐志洁,丁宁宁,李晨霞,王蓉,金晨望"
3404,CLIM401848,医学影像学,72.0,3.0,"张月浪,金晨望,强永乾,张明,王秋萍,王蓉,王斐,马强,张静平,荐志洁,丁宁宁,李晨霞,王亚蓉,牛刚"
3405,CLIM401848,医学影像学,72.0,3.0,"孙泓泓,陈欣,刘强,晋瑞,杨全新,毛翠平,师莉芳,张秋娟"
3406,CLIM401848,医学影像学,72.0,3.0,"张秋娟,陈欣,师莉芳,晋瑞,刘强,杨全新,孙泓泓,毛翠平"
3407,CLIM401948,皮肤性病学,27.0,1.5,"韩丹,周艳,张键,穆欣,葛睿"
3408,CLIM402048,口腔科学,32.0,1.5,"陈曦,陶洪,李大旭,孙俊毅,赵亮,崔敏,郭昱成,白岫峰"
3409,CLIM402048,口腔科学,32.0,1.5,"陈曦,陶洪,李大旭,孙俊毅,赵亮,崔敏,郭昱成,白岫峰"
3410,CLIM402048,口腔科学,32.0,1.5,"陈曦,陶洪,李大旭,赵亮,孙俊毅,崔敏,李珏丹,赵华翔,程百祥,郭昱成,白岫峰"
3411,CLIM402048,口腔科学,32.0,1.5,"程政,姚天华,程百祥,崔敏,乔虎,李珏丹,屈凌寒,赵华翔,陈诚"
3412,CLIM402448,诊断学,120.0,5.5,"赵小睿,吕晶,陈明伟,白玲,李红霞,刘星君,蒲丹,高渊,樊萍,阳甜,肖懿慧,王云,范力宏,杨春,吴迪,路万虹,孙怡宁,任莉,赵艳茹,袁娜,刘海波"
3413,CLIM402448,诊断学,120.0,5.5,"陈明伟,李红霞,路万虹,赵小睿,蒲丹,吕晶,杨春,刘星君,孙怡宁,赵艳茹,肖懿慧,吴迪,任莉,阳甜,白玲,王云,樊萍,高渊,范力宏,袁娜,刘海波"
3414,CLIM402448,诊断学,120.0,5.5,"陈明伟,李红霞,路万虹,赵小睿,蒲丹,吕晶,白玲,王云,肖懿慧,范力宏,吴迪,孙怡宁,阳甜,刘星君,樊萍,高渊,任莉,杨春,袁娜,赵艳茹,刘海波"
3415,CLIM402448,诊断学,120.0,5.5,"何爱丽,王玉环,马肖容,张德信,高登峰,程妍,和平,高洁,郭晓燕,赵平,邹百仓,孙宏,张鹏宇,范博渊,王洪涛,王芳侠,张洁,刘娜,乞艳华,王莉,吴媛媛,李苗,雷博"
3416,CLIM402448,诊断学,120.0,5.5,"何爱丽,王玉环,马肖容,赵平,郭晓燕,和平,程妍,孙宏,邹百仓,张鹏宇,高洁,张德信,高登峰,范博渊,王洪涛,王芳侠,张洁,刘娜,乞艳华,王莉,吴媛媛,李苗,雷博"
3417,CLIM402548,耳鼻咽喉科学,32.0,1.5,"白艳霞,邵渊,王林古"
3418,CLIM402548,耳鼻咽喉科学,32.0,1.5,"白艳霞,邵渊,王林古"
3419,CLIM402548,耳鼻咽喉科学,32.0,1.5,"任晓勇,王正辉,罗花南,张晓彤,李阳"
3420,CLIM402848,老年病学,32.0,2.0,"权乾坤,王锐利,李秀丽,梁春联,章琳,叶莎,张倩榕,丁铭格,任松,郑华东,王国恩,王志东,张澍,周晓荣,杨正安"
3421,CLIM402948,内科学Ⅰ,56.0,3.0,"郭辉,贺雅毅,申燕,冯婕,浮姣,刘淑,兰平,王志刚,高楚淇"
3422,CLIM403048,耳鼻咽喉科学,27.0,1.5,"赵瑞敏,牛晓蓉,邵渊"
3423,CLIM403148,眼科学,27.0,1.5,"刘钊,吴昌睿,雷剑琴,吴捷,李晶明,崔丽珺"
3424,CLIM403248,急诊医学,28.0,1.0,"裴红红,彭卓,程三放,孙师元,潘龙飞,党晓燕,古长维,李萍"
3425,CLIM403448,外科学,84.0,3.5,"曹罡,雷晓鸣,刘阳,李宗芳,李华,马建仓,陆宏伟,刘棣,吕健,裴斐,管海涛,吴涛,李鹏,陈海文,徐金锴,吴刚,杨佩,马跃峰,单涛"
3426,CLIM403648,医学影像学,90.0,4.0,"杨健,徐贵平,张静平,范妤欣,梁挺,张毅力,王斐,牛晨,丁宁宁,李晨霞,孙亲利,尚进"
3427,CLIM403748,内科学Ⅰ,72.0,3.5,"李宏,孙忠民,陈天君,解立怡,郭辉,王毅,吴晓燕,郝志明,任徽,党晓敏,朱柏,孙吉平,吕晓虹,杨世峰,郝亚宁,李丹"
3428,CLIM403748,内科学Ⅰ,72.0,3.5,"孙忠民,陈天君,解立怡,郭辉,王毅,吴晓燕,郝志明,李宏,郝亚宁,任徽,杨世峰,党晓敏,朱柏,李丹,孙吉平,吕晓虹"
3429,CLIM403748,内科学Ⅰ,72.0,3.5,"孙忠民,陈天君,解立怡,郭辉,王毅,吴晓燕,郝志明,李宏,郝亚宁,任徽,杨世峰,党晓敏,朱柏,李丹,孙吉平,吕晓虹"
3430,CLIM403748,内科学Ⅰ,72.0,3.5,"杨拴盈,刘昀,和平,史红阳,杨侠,方萍,董西林,高洁,董鹏,焦杨,张春虹,丁石梅,张洁,李维,付荣国,陈钊,王莉,葛蘅,徐静,李学义"
3431,CLIM403748,内科学Ⅰ,72.0,3.5,"杨拴盈,董西林,和平,史红阳,杨侠,方萍,高洁,董鹏,丁石梅,张春虹,焦杨,徐静,张洁,李维,付荣国,葛蘅,陈钊,王莉,李学义,刘昀"
3432,CLIM403848,口腔科学,27.0,1.5,"陈曦,刘治,陈江浩,李大旭,陶洪,赵亮"
3433,CLIM404048,精神病学,27.0,1.5,"陈云春,陈策,马现仓,王崴"
3434,CLIM404248,外科学Ⅰ,120.0,6.0,"刘青光,马振华,郑见宝,王强,每晓鹏,田普训,王铮,郑鑫,王瑞,聂会勇,闫炀,鱼潇,林婷,李徐奇,张昊,邢俊平,吴齐飞,禄韶英"
3435,CLIM404248,外科学Ⅰ,120.0,6.0,"田普训,刘青光,马振华,郑见宝,王强,每晓鹏,王铮,郑鑫,王瑞,聂会勇,李徐奇,林婷,姬文晨,张昊,闫炀,鱼潇,吴齐飞,邢俊平"
3436,CLIM404248,外科学Ⅰ,120.0,6.0,"田普训,刘青光,马振华,郑见宝,王强,每晓鹏,王铮,郑鑫,王瑞,聂会勇,杨林,李徐奇,林婷,张昊,鱼潇,闫炀,吴齐飞,邢俊平"
3437,CLIM404248,外科学Ⅰ,120.0,6.0,"陈熹,李宗芳,曹罡,刘阳,马建仓,吕建瑞,蔡英敏,张蓬勃,李伟,种铁,张淑群,陆宏伟,高亚,裴斐,屈建强,陈海文,李和程,赵军,张鹏,李洪亮,丁晓英,张廷,刘士源,张潍,张晋,姜建涛 ,吕健,黄省利,李钊伦,陈琦"
3438,CLIM404248,外科学Ⅰ,120.0,6.0,"陈熹,李宗芳,刘阳,马建仓,种铁,曹罡,张淑群,高亚,黄省利,裴斐,陈海文,张鹏,陆宏伟,陈琦,李和程,李洪亮,屈建强,张珍妮,王宁,马磊,张勇,张廷,刘士源,张潍,张晋,姜建涛 ,吕健,李钊伦"
3439,CLIM404348,传染病学,72.0,3.0,"何英利,石磊,张曦,杨瑗,刘锦锋,刘小静,牛迎花,陈云茹,陈红梅"
3440,CLIM404548,心血管系统疾病,59.0,3.0,"郑小璞,孙超峰,金晨望,邓惠兴,白玲,王东琦,舒娟,郭宁,牟建军,李勇新,田刚,田红燕"
3441,CLIM404648,女性生殖系统疾病,94.0,4.5,"高艳娥,李牧,高庆,刘明,段钊,樊江波,蔡东阁,邬晋芳,谢秀英,薛翔,彭慧霞,赵晓岚,张欣,尉春艳,陈茜,李向红,王益东,顾中亮"
3442,CLIM404848,皮肤性病学,44.0,2.5,"耿松梅,牛新武,曾维惠,刘艳,王晓鹏"
3443,CLIM405048,眼科学,44.0,2.5,"郑玉萍,赵琳,马君择,张晓辉,权彦龙,柏凌,王建明,熊蕾,刘子瑶,姚亮"
3444,CLIM405148,血液与肿瘤疾病,59.0,3.0,"何爱丽,赵万红,王芳侠,马肖容,张鹏宇,王剑利,杨云,刘捷,李学义,古流芳"
3445,CLIM405248,呼吸系统疾病,80.0,4.0,"杨岚,孙忠民,张蕴,张广健,任徽,李洋,石志红"
3446,CLIM405348,耳鼻咽喉科学,44.0,2.5,"张晓彤,任晓勇,侯瑾,祝康,成颖,罗花南"
3447,CLIM405448,儿童生长发育疾病,60.0,3.0,"侯伟,王惠萍,杨琳,周戬平,李静,徐尔迪,李丹,王雪莹,张岚,王晶晶,郭亚乐"
3448,CLIM405548,消化系统疾病,116.0,5.5,"刘昌,马清涌,刘青光,王曙逢,李妙玲,厉英超,许君望,车向明,贾皑,张广健"
3449,CLIM405648,内分泌与代谢系统疾病,52.0,2.5,"施秉银,姚孝礼,王毅,杨爱民,吴晓燕,郭辉,张毅力"
3450,CLIM405948,临床医学导论Ⅰ,118.0,6.0,"和水祥,陈策,乔文,柏宏亮,李静,王强,杨爱民,李红霞,仵正,张明"
3451,CLIM406348,毕业考试,0.0,0.0,柏宏亮
3452,CLIM406348,毕业考试,0.0,0.0,张澍
3453,CLIM406348,毕业考试,0.0,0.0,裴丹丹
3454,CLIM406348,毕业考试,0.0,0.0,张银萍
3455,CLIM408348,诊断学,158.0,7.5,"强薇,米琛,李满祥,方媛,杨延洁,黄欣,卢新兰,殷燕,乔文,杜媛,李静,王怀宇,刘海波,王顺,卢桂芳,刘亚,胡婷华,周博,陈涛,王晓培,王斐倩,王志刚,台明辉,王晓宁"
3456,CLIM408448,外科学-1,126.0,6.0,"廖新华,姬文晨,聂会勇,白转丽,郑瑾,涂康生,马吉光,张昊,师桃,李小刚,吴开杰,张佳"
3457,CLIM500144,核医学,32.0,1.5,"杨爱民,邓惠兴,贾茜,张芬茹,高蕊,薛建军,耿倩倩"
3458,CLIM500144,核医学,32.0,1.5,"郑向红,封娟毅,屈伟,王社教,宁宁,郑龙"
3459,CLIM500144,核医学,32.0,1.5,"郑向红,封娟毅,屈伟,王社教,宁宁,郑龙"
3460,CLIM500148,临床病理学,24.0,1.5,"张冠军,宫惠琳,王鸿雁,梁华,蒋依娜,曹培龙,侯惠莲,邓元,隋燕霞,刘希"
3461,CLIM500148,临床病理学,24.0,1.5,"杨军,陈晓黎,郭睿,马莉"
3462,CLIM500148,临床病理学,24.0,1.5,"杨军,陈晓黎,郭睿,马莉"
3463,CORE100148,健康与疾病,32.0,2.0,"田刚,乔文,黄省利,邓景元,郝亚宁,周灿,宋土生,施秉银"
3464,EELC300148,医用电子技术基础,60.0,4.0,"张方,吴春生,杜立萍"
3465,EELC322440,医用电子学,32.0,2.0,张方
3466,EELC322440,医用电子学,32.0,2.0,张方
3467,ENGL300447,护理专业英语,24.0,1.5,"张银萍,王婧,周凯娜"
3468,FORM300143,法医学导论,16.0,1.0,"王振原,刘新社,阎春霞,顾姗智,韩卫,马丽霞,张洪波,樊栓良"
3469,FORM400143,法医法学,48.0,2.5,"魏曙光,朱杰,朱永生,张洪波"
3470,FORM400248,法医案例综合分析,24.0,1.5,"王振原,樊栓良,马丽霞,顾姗智,韩卫,高雅,张洪波,张宝"
3471,FORM400443,法医病理学,160.0,7.5,"王振原,刘新社,李涛,张玉向,阎春霞,樊栓良"
3472,FORM400543,法医物证学,120.0,5.5,"赖江华,孙钦儒,张宝,朱永生,张洪波"
3473,FORM400548,法医毒理学,56.0,3.0,"马丽霞,井航,党永辉"
3474,FORM400648,法医毒物分析,64.0,2.5,"马丽霞,井航"
3475,FORM400748,精神病学与法医精神病学,64.0,3.5,"韩卫,党永辉,高雅"
3476,FORM400848,法医临床学与人类学,88.0,4.5,"顾姗智,朱杰,陈腾,贾晓俤,高雅,官方霖"
3477,FORM500148,法医心理学,44.0,2.5,"党永辉,朱永生,官方霖,贾晓俤,韩卫"
3478,GNED100348,微生物感染与健康,32.0,2.0,"徐纪茹,陈艳炯,杨娥"
3479,GNED100748,基因的奥秘,32.0,2.0,王福
3480,GNED100948,健康素养导论,32.0,2.0,"高滢,张岩,赵永林,张寅斌,刘棣"
3481,GNED101048,危急症的辩识及院前急救,32.0,2.0,"高宁,刘艳,胡娟,程继文"
3482,GNED101148,睡眠与健康,32.0,2.0,"赵晓静,杨琳,张欢,任晓勇"
3483,HIST300140,医学史,24.0,1.5,"王明旭,宋彬"
3484,HIST300140,医学史,24.0,1.5,"王明旭,宋彬"
3485,INFT320340,医学信息检索与利用,16.0,1.0,翟中会
3486,JZSJ400247,临床护理实习,0.0,19.0,王小琴
3487,JZSJ400248,临床通科实习,0.0,48.0,黄燕萍
3488,JZSJ400348,口腔临床实习,0.0,48.0,"张鲍明,侯琳娜,裴丹丹"
3489,JZSJ400443,法医专业实习,0.0,10.0,朱杰
3490,JZSJ400448,临床技能训练,0.0,1.0,柏宏亮
3491,JZSJ400448,临床技能训练,0.0,1.0,张澍
3492,JZSJ400548,临床内外科实习,0.0,9.0,"马肖容,周戬平,何爱丽,种铁"
3493,JZSJ400748,临床教学实习,0.0,16.0,黄燕萍
3494,JZSJ400848,专业实习,0.0,6.0,吕海侠
3495,JZSJ400948,基础科研训练,0.0,2.0,吕海侠
3496,JZSJ900348,临床药学专题实习,400.0,10.0,"封卫毅,张抗怀"
3497,JZSJ901048,口腔基础技能训练,80.0,2.0,"裴丹丹,张鲍明,侯琳娜"
3498,JZSJ901148,社区护理实习,80.0,1.0,郭晓元
3499,JZSJ901948,外科生产实习Ⅰ,720.0,18.0,"黄燕萍,马兴"
3500,JZSJ901948,外科生产实习Ⅰ,720.0,18.0,"种铁,马肖容,周戬平"
3501,JZSJ902048,口腔外科生产实习,640.0,16.0,"侯琳娜,裴丹丹,张鲍明"
3502,JZSJ902248,传染科生产实习,120.0,3.0,王渊
3503,JZSJ902548,内科生产实习Ⅲ,560.0,14.0,王渊
3504,JZSJ902848,妇产科生产实习Ⅰ,240.0,6.0,"安瑞芳,黄燕萍"
3505,JZSJ902848,妇产科生产实习Ⅰ,240.0,6.0,"马肖容,周戬平,薛翔"
3506,JZSJ902948,儿科生产实习,120.0,3.0,王渊
3507,MAGT400142,药事管理学,48.0,3.0,"方宇,冯变玲,常捷,姜明欢,杨才君"
3508,MATL400148,口腔材料学,32.0,1.5,"邓晓红,肖敏,孙雪飞,董少杰"
3509,NURS300448,健康评估,64.0,3.0,"施齐芳,吕爱莉,李宁"
3510,NURS300648,基础护理学 Ⅰ,80.0,3.5,"王娣妙,高睿,张迎"
3511,NURS300648,基础护理学 Ⅰ,80.0,3.5,"郭晓元,薛召"
3512,NURS400248,护理研究,28.0,1.5,"蒋文慧,王小琴,方华,杨磊"
3513,NURS400447,老年护理学,24.0,1.5,顾炜
3514,NURS400448,护理管理学,28.0,1.5,"顾炜,张银萍"
3515,NURS400548,急危重症护理学,32.0,1.5,张银萍
3516,NURS400548,急危重症护理学,32.0,1.5,顾炜
3517,NURS400648,外科护理学 Ⅱ,72.0,3.5,"高睿,李津"
3518,NURS400648,外科护理学 Ⅱ,72.0,3.5,"吴娜,罗艳"
3519,NURS401048,内科护理学 Ⅱ,72.0,3.5,"施齐芳,吕爱莉,李宁"
3520,NURS401048,内科护理学 Ⅱ,72.0,3.5,王婧
3521,NURS401248,精神健康与心理护理,48.0,2.5,"伏炜,郭丽阳,李雅妹,贾敏,姜文慧,文炳龙,马明芳"
3522,PHMA300348,生药学,64.0,3.0,"牛晓峰,王戌梅,刘霞,高昕"
3523,PHMA300448,药物分析,64.0,3.0,"侯晓芳,包涛,解笑瑜"
3524,PHMA300548,药物流行病学,24.0,1.5,"吴谦,王丽荣,齐欣,沈明望,张天啸"
3525,PHMA300648,生物药剂学,40.0,2.0,"李维凤,张彦民,韩省力"
3526,PHMA300648,生物药剂学,40.0,2.0,邢建峰
3527,PHMA303842,波谱解析,40.0,2.5,"朱宇红,张海龙,张新新"
3528,PHMA303942,药用植物学,56.0,2.5,"牛晓峰,王戌梅,刘霞,高昕"
3529,PHMA304042,有机化合物波谱解析,40.0,2.5,"张卉,郭增军,詹冠群"
3530,PHMA400542,药物分析学,80.0,4.0,"曾爱国,杨广德,罗智敏,景王慧,张东东"
3531,PHMA401042,工业药剂学,84.0,4.0,"李维凤,高阳,王珂"
3532,PHMA401042,工业药剂学,84.0,4.0,邢建峰
3533,PHMA401142,化学制药工艺学,64.0,3.0,"张三奇,潘晓艳"
3534,PHMA401142,化学制药工艺学,64.0,3.0,李义平
3535,PHMA401348,药物合成反应,110.0,5.0,"黄渊,朱云博,张杰,贺怀贞"
3536,PHMA401948,天然药物化学,48.0,3.0,"郭增军,朱宇红,张卉,张海龙,张新新,詹冠群"
3537,PHMA402048,药剂学,100.0,4.5,"邢建峰,李维凤,王珂"
3538,PHMA402048,药剂学,100.0,4.5,张继业
3539,PHMA402148,临床药物治疗学各论 Ⅱ,80.0,4.0,"刘晨伟,张丽娜,谢姣,赵文娜,逯星竹,鲍和,杨乾婷,李亚,余静洁"
3540,PHMA402248,临床药物治疗学各论 Ⅰ,80.0,4.0,"王海涛,鲍和,季美汐,蔡艳,王娜,李友佳,康力敏,张莉,李莎"
3541,PHMA402348,工业药物分析,64.0,3.0,"贺浪冲,曾爱国,韩省力,张东东,罗智敏,刘瑞,张彦民,张涛,景王慧"
3542,PHMA500442,临床药物治疗学,32.0,2.0,"方宇,李鹏飞,王陶陶"
3543,PHMA500448,药物设计学,24.0,1.5,"边晓丽,李义平"
3544,PHMA500542,药学研究进展,32.0,2.0,"王嗣岑,解笑瑜,侯晓芳,景王慧,方宇,罗文娟,张新新,张继业,张杰,牛晓峰"
3545,PHMA500648,药物分离与检测科学,24.0,1.5,"侯晓芳,包涛,郝旖"
