index,C#,CNAME,PERIOD,CREDIT,TEACHER
1216,PHED109350,体育-4,32.0,0.5,彭习涛
1217,PHED109350,体育-4,32.0,0.5,王惠敏
1218,PHED109350,体育-4,32.0,0.5,汪一鸣
1219,PHED109350,体育-4,32.0,0.5,汪一鸣
1220,PHED109350,体育-4,32.0,0.5,汪一鸣
1221,PHED109350,体育-4,32.0,0.5,汪一鸣
1222,PHED109350,体育-4,32.0,0.5,汪一鸣
1223,PHED109350,体育-4,32.0,0.5,胡浩
1224,PHED109350,体育-4,32.0,0.5,胡浩
1225,PHED109350,体育-4,32.0,0.5,胡浩
1226,PHED109350,体育-4,32.0,0.5,王保金
1227,PHED109350,体育-4,32.0,0.5,石磊
1228,PHED109350,体育-4,32.0,0.5,王保金
1229,PHED109350,体育-4,32.0,0.5,王保金
1230,PHED109350,体育-4,32.0,0.5,刘乘翔
1231,PHED109350,体育-4,32.0,0.5,刘乘翔
1232,PHED109350,体育-4,32.0,0.5,刘乘翔
1233,PHED109350,体育-4,32.0,0.5,李军
1234,PHED109350,体育-4,32.0,0.5,李军
1235,PHED109350,体育-4,32.0,0.5,李军
1236,PHED109350,体育-4,32.0,0.5,李军
1237,PHED109350,体育-4,32.0,0.5,李军
1238,PHED109350,体育-4,32.0,0.5,石磊
1239,PHED109350,体育-4,32.0,0.5,李军
1240,PHED109350,体育-4,32.0,0.5,张晟
1241,PHED109350,体育-4,32.0,0.5,曲强
1242,PHED109350,体育-4,32.0,0.5,曲强
1243,PHED109350,体育-4,32.0,0.5,穆若颖
1244,PHED109350,体育-4,32.0,0.5,邱宏军
1245,PHED109350,体育-4,32.0,0.5,邱宏军
1246,PHED109350,体育-4,32.0,0.5,邱宏军
1247,PHED109350,体育-4,32.0,0.5,邱宏军
1248,PHED109350,体育-4,32.0,0.5,董亚光
1249,PHED109350,体育-4,32.0,0.5,张博昆
1250,PHED109350,体育-4,32.0,0.5,"张博昆,王泰朗"
1251,PHED109350,体育-4,32.0,0.5,张博昆
1252,PHED109350,体育-4,32.0,0.5,闫振龙
1253,PHED109350,体育-4,32.0,0.5,闫振龙
1254,PHED109350,体育-4,32.0,0.5,王小春
1255,PHED109350,体育-4,32.0,0.5,裴永杰
1256,PHED109350,体育-4,32.0,0.5,裴永杰
1257,PHED109350,体育-4,32.0,0.5,王真
1258,PHED109350,体育-4,32.0,0.5,陈龙伟
1259,PHED109350,体育-4,32.0,0.5,董亚光
1260,PHED109350,体育-4,32.0,0.5,陈龙伟
1261,PHED109350,体育-4,32.0,0.5,陈龙伟
1262,PHED109350,体育-4,32.0,0.5,贺智裕
1263,PHED109350,体育-4,32.0,0.5,贺智裕
1264,PHED109350,体育-4,32.0,0.5,贺智裕
1265,PHED109350,体育-4,32.0,0.5,贺智裕
1266,PHED109350,体育-4,32.0,0.5,贺智裕
1267,PHED109350,体育-4,32.0,0.5,洪流
1268,PHED109350,体育-4,32.0,0.5,洪流
1269,PHED109350,体育-4,32.0,0.5,洪流
1270,PHED109350,体育-4,32.0,0.5,董亚光
1271,PHED109350,体育-4,32.0,0.5,陈善平
1272,PHED109350,体育-4,32.0,0.5,宋绍鹏
1273,PHED109350,体育-4,32.0,0.5,宋绍鹏
1274,PHED109350,体育-4,32.0,0.5,宋绍鹏
1275,PHED109350,体育-4,32.0,0.5,宋绍鹏
1276,PHED109350,体育-4,32.0,0.5,张斌南
1277,PHED109350,体育-4,32.0,0.5,姚明霞
1278,PHED109350,体育-4,32.0,0.5,姚明霞
1279,PHED109350,体育-4,32.0,0.5,姚明霞
1280,PHED109350,体育-4,32.0,0.5,姚明霞
1281,PHED109350,体育-4,32.0,0.5,李云镔
1282,PHED109350,体育-4,32.0,0.5,姚明霞
1283,PHED109350,体育-4,32.0,0.5,刘丽萍
1284,PHED109350,体育-4,32.0,0.5,刘丽萍
1285,PHED109350,体育-4,32.0,0.5,刘丽萍
1286,PHED109350,体育-4,32.0,0.5,党笛洋
1287,PHED109350,体育-4,32.0,0.5,党笛洋
1288,PHED109350,体育-4,32.0,0.5,党笛洋
1289,PHED109350,体育-4,32.0,0.5,党笛洋
1290,PHED109350,体育-4,32.0,0.5,穆若颖
1291,PHED109350,体育-4,32.0,0.5,穆若颖
1292,PHED109350,体育-4,32.0,0.5,李云镔
1293,PHED109350,体育-4,32.0,0.5,刘超洋
1294,PHED109350,体育-4,32.0,0.5,刘超洋
1295,PHED109350,体育-4,32.0,0.5,刘超洋
1296,PHED109350,体育-4,32.0,0.5,刘超洋
1297,PHED109350,体育-4,32.0,0.5,张秋君
1298,PHED109350,体育-4,32.0,0.5,张秋君
1299,PHED109350,体育-4,32.0,0.5,张秋君
1300,PHED109350,体育-4,32.0,0.5,位桂香
1301,PHED109350,体育-4,32.0,0.5,位桂香
1302,PHED109350,体育-4,32.0,0.5,位桂香
1303,PHED109350,体育-4,32.0,0.5,李云镔
1304,PHED109350,体育-4,32.0,0.5,位桂香
1305,PHED109350,体育-4,32.0,0.5,张慧雯
1306,PHED109350,体育-4,32.0,0.5,张慧雯
1307,PHED109350,体育-4,32.0,0.5,张慧雯
1308,PHED109350,体育-4,32.0,0.5,张慧雯
1309,PHED109350,体育-4,32.0,0.5,张慧雯
1310,PHED109350,体育-4,32.0,0.5,杨光
1311,PHED109350,体育-4,32.0,0.5,杨光
1312,PHED109350,体育-4,32.0,0.5,杨光
1313,PHED109350,体育-4,32.0,0.5,杨光
1314,PHED109350,体育-4,32.0,0.5,贺京周
1315,PHED109350,体育-4,32.0,0.5,张丽萍
1316,PHED109350,体育-4,32.0,0.5,张丽萍
1317,PHED109350,体育-4,32.0,0.5,张丽萍
1318,PHED109350,体育-4,32.0,0.5,张丽萍
1319,PHED109350,体育-4,32.0,0.5,张丽萍
1320,PHED109350,体育-4,32.0,0.5,张丽萍
1321,PHED109350,体育-4,32.0,0.5,黄霞
1322,PHED109350,体育-4,32.0,0.5,黄霞
1323,PHED109350,体育-4,32.0,0.5,李宝成
1324,PHED109350,体育-4,32.0,0.5,李宝成
1325,PHED109350,体育-4,32.0,0.5,贺京周
1326,PHED109350,体育-4,32.0,0.5,李宝成
1327,PHED109350,体育-4,32.0,0.5,胡良楠
1328,PHED109350,体育-4,32.0,0.5,胡良楠
1329,PHED109350,体育-4,32.0,0.5,胡良楠
1330,PHED109350,体育-4,32.0,0.5,胡良楠
1331,PHED109350,体育-4,32.0,0.5,胡良楠
1332,PHED109350,体育-4,32.0,0.5,彭麟凯
1333,PHED109350,体育-4,32.0,0.5,彭麟凯
1334,PHED109350,体育-4,32.0,0.5,彭麟凯
1335,PHED109350,体育-4,32.0,0.5,彭麟凯
1336,PHED109350,体育-4,32.0,0.5,贺京周
1337,PHED109350,体育-4,32.0,0.5,彭麟凯
1338,PHED109350,体育-4,32.0,0.5,"黄霞,尚尧"
1339,PHED109350,体育-4,32.0,0.5,"黄霞,尚尧"
1340,PHED109350,体育-4,32.0,0.5,"黄霞,尚尧"
1341,PHED109350,体育-4,32.0,0.5,谢招福
1342,PHED109350,体育-4,32.0,0.5,刘迅雷
1343,PHED109350,体育-4,32.0,0.5,程立雪
1344,PHED109350,体育-4,32.0,0.5,程立雪
1345,PHED109350,体育-4,32.0,0.5,潘秀刚
1346,PHED109350,体育-4,32.0,0.5,潘秀刚
1347,PHED109350,体育-4,32.0,0.5,盖文亮
1348,PHED109350,体育-4,32.0,0.5,潘秀刚
1349,PHED109350,体育-4,32.0,0.5,潘秀刚
1350,PHED109350,体育-4,32.0,0.5,潘秀刚
1351,PHED109350,体育-4,32.0,0.5,"邱宏军,王泰朗"
1352,PHED109350,体育-4,32.0,0.5,葛金琰
1353,PHED109350,体育-4,32.0,0.5,葛金琰
1354,PHED109350,体育-4,32.0,0.5,刘利
1355,PHED109350,体育-4,32.0,0.5,刘长江
1356,PHED109350,体育-4,32.0,0.5,"刘长江,闫宽"
1357,PHED109350,体育-4,32.0,0.5,盖文亮
1358,PHED109350,体育-4,32.0,0.5,张斌南
1359,PHED109350,体育-4,32.0,0.5,张丽萍
1360,PHED109350,体育-4,32.0,0.5,徐川傲
1361,PHED109350,体育-4,32.0,0.5,"孙蔚,冯申阳"
1362,PHED109350,体育-4,32.0,0.5,徐川傲
1363,PHED109350,体育-4,32.0,0.5,"孙蔚,冯申阳"
1364,PHED109350,体育-4,32.0,0.5,姚明霞
1365,PHED109350,体育-4,32.0,0.5,徐川傲
1366,PHED109350,体育-4,32.0,0.5,程立雪
1367,PHED109350,体育-4,32.0,0.5,胡良楠
1368,PHED109350,体育-4,32.0,0.5,谢招福
1369,PHED109350,体育-4,32.0,0.5,盖文亮
1370,PHED109350,体育-4,32.0,0.5,谢招福
1371,PHED109350,体育-4,32.0,0.5,牛潇锋
1372,PHED109350,体育-4,32.0,0.5,牛潇锋
1373,PHED109350,体育-4,32.0,0.5,牛潇锋
1374,PHED109350,体育-4,32.0,0.5,牛潇锋
1375,PHED109350,体育-4,32.0,0.5,徐川傲
1376,PHED109350,体育-4,32.0,0.5,徐川傲
1377,PHED109350,体育-4,32.0,0.5,王瑞麟
1378,PHED109350,体育-4,32.0,0.5,王瑞麟
1379,PHED109350,体育-4,32.0,0.5,王瑞麟
1380,PHED109350,体育-4,32.0,0.5,王瑞麟
1381,PHED109350,体育-4,32.0,0.5,龚建亭
1382,PHED109350,体育-4,32.0,0.5,龚建亭
1383,PHED109350,体育-4,32.0,0.5,龚建亭
1384,PHED109350,体育-4,32.0,0.5,李志清
1385,PHED109350,体育-4,32.0,0.5,李志清
1386,PHED109350,体育-4,32.0,0.5,李志清
1387,PHED109350,体育-4,32.0,0.5,宇文展
1388,PHED109350,体育-4,32.0,0.5,宇文展
1389,PHED109350,体育-4,32.0,0.5,李靖
1390,PHED109350,体育-4,32.0,0.5,李靖
1391,PHED109350,体育-4,32.0,0.5,李靖
1392,PHED109350,体育-4,32.0,0.5,东岳
1393,PHED109350,体育-4,32.0,0.5,东岳
1394,PHED109350,体育-4,32.0,0.5,东岳
1395,PHED109350,体育-4,32.0,0.5,东岳
1396,PHED109350,体育-4,32.0,0.5,胡琼
1397,PHED109350,体育-4,32.0,0.5,"王小春,肖坤鹏"
1398,PHED109350,体育-4,32.0,0.5,"王小春,肖坤鹏"
1399,PHED109350,体育-4,32.0,0.5,"王小春,肖坤鹏"
1400,PHED109350,体育-4,32.0,0.5,何黛
1401,PHED109350,体育-4,32.0,0.5,何黛
1402,PHED109350,体育-4,32.0,0.5,何黛
1403,PHED109350,体育-4,32.0,0.5,宋雷
1404,PHED109350,体育-4,32.0,0.5,宋雷
1405,PHED109350,体育-4,32.0,0.5,蔡淑贤
1406,PHED109350,体育-4,32.0,0.5,蔡淑贤
1407,PHED109350,体育-4,32.0,0.5,潘秀刚
1408,PHED109350,体育-4,32.0,0.5,潘秀刚
1409,PHED109350,体育-4,32.0,0.5,冀兆鹏
1410,PHED109350,体育-4,32.0,0.5,刘利
1411,PHED109350,体育-4,32.0,0.5,蔡淑贤
1412,PHED109350,体育-4,32.0,0.5,刘志强
1413,PHED109350,体育-4,32.0,0.5,王云冰
1414,PHED109350,体育-4,32.0,0.5,王云冰
1415,PHED109350,体育-4,32.0,0.5,郭义军
1416,PHED109350,体育-4,32.0,0.5,郭义军
1417,PHED109350,体育-4,32.0,0.5,郭义军
1418,PHED109350,体育-4,32.0,0.5,何昌珂
1419,PHED109350,体育-4,32.0,0.5,何昌珂
1420,PHED109350,体育-4,32.0,0.5,何昌珂
1421,PHED109350,体育-4,32.0,0.5,高丹娜
1422,PHED109350,体育-4,32.0,0.5,高丹娜
1423,PHED109350,体育-4,32.0,0.5,高丹娜
1424,PHED109350,体育-4,32.0,0.5,高丹娜
1425,PHED109350,体育-4,32.0,0.5,鲁婷婷
1426,PHED109350,体育-4,32.0,0.5,鲁婷婷
1427,PHED109350,体育-4,32.0,0.5,鲁婷婷
1428,PHED109350,体育-4,32.0,0.5,鲁婷婷
1429,PHED109350,体育-4,32.0,0.5,吴宝才
1430,PHED109350,体育-4,32.0,0.5,吴宝才
1431,PHED109350,体育-4,32.0,0.5,吴宝才
1432,PHED109350,体育-4,32.0,0.5,吴宝才
1433,PHED109350,体育-4,32.0,0.5,吴宝才
1434,PHED109350,体育-4,32.0,0.5,吴宝才
1435,PHED109350,体育-4,32.0,0.5,弥军民
1436,PHED109350,体育-4,32.0,0.5,弥军民
1437,PHED109350,体育-4,32.0,0.5,弥军民
1438,PHED109350,体育-4,32.0,0.5,姜伟
1439,PHED109350,体育-4,32.0,0.5,邓冬华
1440,PHED109350,体育-4,32.0,0.5,邓冬华
1441,PHED109350,体育-4,32.0,0.5,赵江鸿
1442,PHED109350,体育-4,32.0,0.5,赵江鸿
1443,PHED200250,预科体育2,32.0,0.5,李云镔
1444,PHED200250,预科体育2,32.0,0.5,李靖
1445,PHED200250,预科体育2,32.0,0.5,姜伟
1446,PHED200250,预科体育2,32.0,0.5,程立雪
1447,PHED200250,预科体育2,32.0,0.5,王真
1448,PHED200250,预科体育2,32.0,0.5,李宝成
1449,PHED200250,预科体育2,32.0,0.5,何昌珂
1450,PHED200250,预科体育2,32.0,0.5,谢招福
1451,PHED200950,运动训练-4,64.0,4.0,位桂香
1452,PHED201050,运动训练-2,64.0,4.0,位桂香
1453,PHED900150,长跑,16.0,0.0,盖文亮
1454,PHED900150,长跑,16.0,0.0,牛潇锋
1455,PHED900150,长跑,16.0,0.0,牛潇锋
1456,PHED900150,长跑,16.0,0.0,李靖
1457,PHED900150,长跑,16.0,0.0,韩骥磊
1458,PHED900150,长跑,16.0,0.0,韩骥磊
1459,PHED900150,长跑,16.0,0.0,韩骥磊
1460,PHED900150,长跑,16.0,0.0,韩骥磊
1461,PHED900150,长跑,16.0,0.0,韩骥磊
1462,PHED900150,长跑,16.0,0.0,冯申阳
1463,PHED900150,长跑,16.0,0.0,冯申阳
1464,PHED900150,长跑,16.0,0.0,路海华
1465,PHED900150,长跑,16.0,0.0,孙蔚
1466,PHED900150,长跑,16.0,0.0,张博昆
1467,PHED900150,长跑,16.0,0.0,冯申阳
1468,PHED900150,长跑,16.0,0.0,冯申阳
1469,PHED900150,长跑,16.0,0.0,路海华
1470,PHED900150,长跑,16.0,0.0,路海华
1471,PHED900150,长跑,16.0,0.0,张博昆
1472,PHED900150,长跑,16.0,0.0,路海华
1473,PHED900150,长跑,16.0,0.0,路海华
1474,PHED900150,长跑,16.0,0.0,路海华
1475,PHED900150,长跑,16.0,0.0,路海华
1476,PHED900150,长跑,16.0,0.0,路海华
1477,PHED900150,长跑,16.0,0.0,路海华
1478,PHED900150,长跑,16.0,0.0,孙蔚
1479,PHED900150,长跑,16.0,0.0,孙蔚
1480,PHED900150,长跑,16.0,0.0,穆若颖
1481,PHED900150,长跑,16.0,0.0,王真
1482,PHED900150,长跑,16.0,0.0,贺智裕
1483,PHED900150,长跑,16.0,0.0,贺智裕
1484,PHED900150,长跑,16.0,0.0,孙蔚
1485,PHED900150,长跑,16.0,0.0,孙蔚
1486,PHED900150,长跑,16.0,0.0,孙蔚
1487,PHED900150,长跑,16.0,0.0,路海华
1488,PHED900150,长跑,16.0,0.0,穆若颖
1489,PHED900150,长跑,16.0,0.0,刘超洋
1490,PHED900150,长跑,16.0,0.0,杨光
1491,PHED900150,长跑,16.0,0.0,位桂香
1492,PHED900150,长跑,16.0,0.0,位桂香
1493,PHED900150,长跑,16.0,0.0,张丽萍
1494,PHED900150,长跑,16.0,0.0,张丽萍
1495,PHED900150,长跑,16.0,0.0,胡浩
1496,PHED900250,200米游泳,16.0,0.0,刘迅雷
1497,PHED900250,200米游泳,16.0,0.0,程立雪
1498,PHED900250,200米游泳,16.0,0.0,刘迅雷
1499,PHED900250,200米游泳,16.0,0.0,程立雪
1500,CORE100212,中西文化比较,32.0,2.0,"田美,彭凤玲,杨瑞英,葛冬梅"
1501,CORE100212,中西文化比较,32.0,2.0,"田美,彭凤玲,杨瑞英,葛冬梅"
1502,CORE100312,欧洲文明的现代历程,32.0,2.0,"张雨金,邱鹄,张莉,田鹏"
1503,CORE100412,逻辑思维与交流,32.0,2.0,"吉乐,成旻,邵娟,龚颖,牛莉"
1504,CORE100412,逻辑思维与交流,32.0,2.0,"吉乐,成旻,邵娟,龚颖,牛莉"
1505,ENGL101912,出国访学准备（钱学森学院）,32.0,2.0,龚颖
1506,ENGL101912,出国访学准备（钱学森学院）,32.0,2.0,成旻
1507,ENGL101912,出国访学准备（钱学森学院）,32.0,2.0,牛莉
1508,ENGL110612,医学英语词汇（留）,48.0,3.0,范晓晖
1509,ENGL110812,二外/英语-1,32.0,2.0,周庆华
1510,ENGL110812,二外/英语-1,32.0,2.0,赵葆珉
1511,ENGL110912,二外/英语-3,32.0,2.0,石艳蕊
1512,ENGL110912,二外/英语-3,32.0,2.0,赵葆珉
1513,ENGL200312,阅读与写作（少年班）2,32.0,2.0,牛莉
1514,ENGL200312,阅读与写作（少年班）2,32.0,2.0,牛莉
1515,ENGL200312,阅读与写作（少年班）2,32.0,2.0,牛莉
1516,ENGL200312,阅读与写作（少年班）2,32.0,2.0,成旻
1517,ENGL200312,阅读与写作（少年班）2,32.0,2.0,成旻
1518,ENGL200312,阅读与写作（少年班）2,32.0,2.0,龚颖
1519,ENGL200312,阅读与写作（少年班）2,32.0,2.0,龚颖
1520,ENGL200312,阅读与写作（少年班）2,32.0,2.0,龚颖
1521,ENGL200612,交流与表达（少年班）2,32.0,2.0,牛莉
1522,ENGL200612,交流与表达（少年班）2,32.0,2.0,牛莉
1523,ENGL200612,交流与表达（少年班）2,32.0,2.0,牛莉
1524,ENGL200612,交流与表达（少年班）2,32.0,2.0,成旻
1525,ENGL200612,交流与表达（少年班）2,32.0,2.0,成旻
1526,ENGL200612,交流与表达（少年班）2,32.0,2.0,龚颖
1527,ENGL200612,交流与表达（少年班）2,32.0,2.0,龚颖
1528,ENGL200612,交流与表达（少年班）2,32.0,2.0,龚颖
1529,ENGL201012,大学英语2（民族预科）,64.0,4.0,曹浩煊
1530,ENGL201012,大学英语2（民族预科）,64.0,4.0,李蓓岚
1531,ENGL201612,人文英语阅读,32.0,2.0,马琼
1532,ENGL201612,人文英语阅读,32.0,2.0,刘晓红
1533,ENGL201612,人文英语阅读,32.0,2.0,马琼
1534,ENGL201612,人文英语阅读,32.0,2.0,刘晓红
1535,ENGL201612,人文英语阅读,32.0,2.0,马琼
1536,ENGL201612,人文英语阅读,32.0,2.0,刘晓红
1537,ENGL201612,人文英语阅读,32.0,2.0,刘晓红
1538,ENGL201612,人文英语阅读,32.0,2.0,马琼
1539,ENGL201612,人文英语阅读,32.0,2.0,易超
1540,ENGL201612,人文英语阅读,32.0,2.0,马琼
1541,ENGL201612,人文英语阅读,32.0,2.0,易超
1542,ENGL201612,人文英语阅读,32.0,2.0,刘晓红
1543,ENGL201612,人文英语阅读,32.0,2.0,王丽娟
1544,ENGL201612,人文英语阅读,32.0,2.0,刘晓红
1545,ENGL201612,人文英语阅读,32.0,2.0,王丽娟
1546,ENGL201612,人文英语阅读,32.0,2.0,王丽娟
1547,ENGL201612,人文英语阅读,32.0,2.0,董小红
1548,ENGL201612,人文英语阅读,32.0,2.0,王丽娟
1549,ENGL201612,人文英语阅读,32.0,2.0,董小红
1550,ENGL201612,人文英语阅读,32.0,2.0,易超
1551,ENGL201612,人文英语阅读,32.0,2.0,董小红
1552,ENGL201612,人文英语阅读,32.0,2.0,易超
1553,ENGL201612,人文英语阅读,32.0,2.0,易超
1554,ENGL201612,人文英语阅读,32.0,2.0,董小红
1555,ENGL201612,人文英语阅读,32.0,2.0,董小红
1556,ENGL201612,人文英语阅读,32.0,2.0,刘秀蓉
1557,ENGL201612,人文英语阅读,32.0,2.0,闫秀荣
1558,ENGL201612,人文英语阅读,32.0,2.0,刘秀蓉
1559,ENGL201612,人文英语阅读,32.0,2.0,闫秀荣
1560,ENGL201612,人文英语阅读,32.0,2.0,闫秀荣
1561,ENGL201612,人文英语阅读,32.0,2.0,刘秀蓉
1562,ENGL201612,人文英语阅读,32.0,2.0,闫秀荣
1563,ENGL201612,人文英语阅读,32.0,2.0,刘秀蓉
1564,ENGL201612,人文英语阅读,32.0,2.0,闫秀荣
1565,ENGL201612,人文英语阅读,32.0,2.0,刘秀蓉
1566,ENGL201612,人文英语阅读,32.0,2.0,闫秀荣
1567,ENGL202212,新闻英语阅读,32.0,2.0,陈丽
1568,ENGL202212,新闻英语阅读,32.0,2.0,邱鹄
1569,ENGL202212,新闻英语阅读,32.0,2.0,刘浩
1570,ENGL202212,新闻英语阅读,32.0,2.0,陈丽
1571,ENGL202212,新闻英语阅读,32.0,2.0,邱鹄
1572,ENGL202212,新闻英语阅读,32.0,2.0,刘浩
1573,ENGL202212,新闻英语阅读,32.0,2.0,卢燕华
1574,ENGL202212,新闻英语阅读,32.0,2.0,冯娟
1575,ENGL202212,新闻英语阅读,32.0,2.0,黄奕
1576,ENGL202212,新闻英语阅读,32.0,2.0,卢燕华
1577,ENGL202212,新闻英语阅读,32.0,2.0,冯娟
1578,ENGL202212,新闻英语阅读,32.0,2.0,黄奕
1579,ENGL202212,新闻英语阅读,32.0,2.0,刘浩
1580,ENGL202212,新闻英语阅读,32.0,2.0,陈丽
1581,ENGL202212,新闻英语阅读,32.0,2.0,邱鹄
1582,ENGL202212,新闻英语阅读,32.0,2.0,陈丽
1583,ENGL202212,新闻英语阅读,32.0,2.0,冯娟
1584,ENGL202212,新闻英语阅读,32.0,2.0,黄奕
1585,ENGL202212,新闻英语阅读,32.0,2.0,许小艳
1586,ENGL202212,新闻英语阅读,32.0,2.0,潘一
1587,ENGL202212,新闻英语阅读,32.0,2.0,邱鹄
1588,ENGL202212,新闻英语阅读,32.0,2.0,黄奕
1589,ENGL202212,新闻英语阅读,32.0,2.0,许小艳
1590,ENGL202212,新闻英语阅读,32.0,2.0,潘一
1591,ENGL202212,新闻英语阅读,32.0,2.0,邱鹄
1592,ENGL202212,新闻英语阅读,32.0,2.0,黄奕
1593,ENGL202212,新闻英语阅读,32.0,2.0,卢燕华
1594,ENGL202212,新闻英语阅读,32.0,2.0,冯娟
1595,ENGL202212,新闻英语阅读,32.0,2.0,吕肖非
1596,ENGL202212,新闻英语阅读,32.0,2.0,卢燕华
1597,ENGL202212,新闻英语阅读,32.0,2.0,冯娟
1598,ENGL202212,新闻英语阅读,32.0,2.0,吕肖非
1599,ENGL202212,新闻英语阅读,32.0,2.0,蔡宁
1600,ENGL202212,新闻英语阅读,32.0,2.0,赵文奇
1601,ENGL202212,新闻英语阅读,32.0,2.0,刘浩
1602,ENGL202212,新闻英语阅读,32.0,2.0,蔡宁
1603,ENGL202212,新闻英语阅读,32.0,2.0,赵文奇
1604,ENGL202212,新闻英语阅读,32.0,2.0,刘浩
1605,ENGL202212,新闻英语阅读,32.0,2.0,蔡宁
1606,ENGL202212,新闻英语阅读,32.0,2.0,赵文奇
1607,ENGL202212,新闻英语阅读,32.0,2.0,吕肖非
1608,ENGL202212,新闻英语阅读,32.0,2.0,潘一
1609,ENGL202212,新闻英语阅读,32.0,2.0,蔡宁
1610,ENGL202212,新闻英语阅读,32.0,2.0,吕肖非
1611,ENGL202212,新闻英语阅读,32.0,2.0,潘一
1612,ENGL202212,新闻英语阅读,32.0,2.0,潘一
1613,ENGL202212,新闻英语阅读,32.0,2.0,许小艳
1614,ENGL202212,新闻英语阅读,32.0,2.0,赵文奇
1615,ENGL202212,新闻英语阅读,32.0,2.0,许小艳
1616,ENGL202212,新闻英语阅读,32.0,2.0,赵文奇
1617,ENGL202212,新闻英语阅读,32.0,2.0,吕肖非
1618,ENGL202212,新闻英语阅读,32.0,2.0,赵文奇
1619,ENGL202212,新闻英语阅读,32.0,2.0,吕肖非
1620,ENGL202212,新闻英语阅读,32.0,2.0,彭海韵
1621,ENGL202212,新闻英语阅读,32.0,2.0,彭海韵
1622,ENGL202212,新闻英语阅读,32.0,2.0,彭海韵
1623,ENGL202212,新闻英语阅读,32.0,2.0,彭海韵
1624,ENGL202212,新闻英语阅读,32.0,2.0,彭海韵
1625,ENGL202212,新闻英语阅读,32.0,2.0,彭海韵
1626,ENGL202212,新闻英语阅读,32.0,2.0,彭海韵
1627,ENGL202612,医学英语-2,32.0,2.0,晏国莉
1628,ENGL202612,医学英语-2,32.0,2.0,晏国莉
1629,ENGL202612,医学英语-2,32.0,2.0,晏国莉
1630,ENGL202612,医学英语-2,32.0,2.0,晏国莉
1631,ENGL203112,英语学术论文写作,32.0,2.0,邵娟
1632,ENGL203112,英语学术论文写作,32.0,2.0,邵娟
1633,ENGL203112,英语学术论文写作,32.0,2.0,邵娟
1634,ENGL203112,英语学术论文写作,32.0,2.0,杨扬
1635,ENGL203112,英语学术论文写作,32.0,2.0,马丽娜
1636,ENGL203112,英语学术论文写作,32.0,2.0,马丽娜
1637,ENGL203112,英语学术论文写作,32.0,2.0,阎小强
1638,ENGL203112,英语学术论文写作,32.0,2.0,阎小强
1639,ENGL203112,英语学术论文写作,32.0,2.0,阎小强
1640,ENGL203112,英语学术论文写作,32.0,2.0,葛冬梅
1641,ENGL203112,英语学术论文写作,32.0,2.0,阎小强
1642,ENGL203112,英语学术论文写作,32.0,2.0,葛冬梅
1643,ENGL203112,英语学术论文写作,32.0,2.0,马丽娜
1644,ENGL203112,英语学术论文写作,32.0,2.0,葛冬梅
1645,ENGL203112,英语学术论文写作,32.0,2.0,马丽娜
1646,ENGL203112,英语学术论文写作,32.0,2.0,张蕾
1647,ENGL203112,英语学术论文写作,32.0,2.0,李颖玉
1648,ENGL203112,英语学术论文写作,32.0,2.0,史文霞
1649,ENGL203112,英语学术论文写作,32.0,2.0,张蕾
1650,ENGL203112,英语学术论文写作,32.0,2.0,李颖玉
1651,ENGL203112,英语学术论文写作,32.0,2.0,史文霞
1652,ENGL203212,中级英语写作,32.0,2.0,庞云青
1653,ENGL203212,中级英语写作,32.0,2.0,庞云青
1654,ENGL203212,中级英语写作,32.0,2.0,司选海
1655,ENGL203212,中级英语写作,32.0,2.0,庞云青
1656,ENGL203212,中级英语写作,32.0,2.0,司选海
1657,ENGL203212,中级英语写作,32.0,2.0,庞云青
1658,ENGL203212,中级英语写作,32.0,2.0,司选海
1659,ENGL203212,中级英语写作,32.0,2.0,赵亚军
1660,ENGL203212,中级英语写作,32.0,2.0,姜维焕
1661,ENGL203212,中级英语写作,32.0,2.0,赵亚军
1662,ENGL203212,中级英语写作,32.0,2.0,姜维焕
1663,ENGL203212,中级英语写作,32.0,2.0,石家宜
1664,ENGL203212,中级英语写作,32.0,2.0,姜维焕
1665,ENGL203212,中级英语写作,32.0,2.0,司选海
1666,ENGL203212,中级英语写作,32.0,2.0,石家宜
1667,ENGL203212,中级英语写作,32.0,2.0,姜维焕
1668,ENGL203212,中级英语写作,32.0,2.0,司选海
1669,ENGL203312,中国文化翻译,32.0,2.0,靳蓉
1670,ENGL203312,中国文化翻译,32.0,2.0,焦晓凌
1671,ENGL203312,中国文化翻译,32.0,2.0,许明
1672,ENGL203312,中国文化翻译,32.0,2.0,赵晓英
1673,ENGL203312,中国文化翻译,32.0,2.0,杨芳
1674,ENGL203312,中国文化翻译,32.0,2.0,靳蓉
1675,ENGL203312,中国文化翻译,32.0,2.0,焦晓凌
1676,ENGL203312,中国文化翻译,32.0,2.0,许明
1677,ENGL203312,中国文化翻译,32.0,2.0,赵晓英
1678,ENGL203312,中国文化翻译,32.0,2.0,杨芳
1679,ENGL203312,中国文化翻译,32.0,2.0,焦晓凌
1680,ENGL203312,中国文化翻译,32.0,2.0,赵晓英
1681,ENGL203312,中国文化翻译,32.0,2.0,靳蓉
1682,ENGL203312,中国文化翻译,32.0,2.0,焦晓凌
1683,ENGL203312,中国文化翻译,32.0,2.0,赵晓英
